,name,wine_url,productVarietal,productStock,productRegion,productPrice,productOrigin,productID,productCompetitiveIntensity,ProductAvailability,pProductID,description,pageName,shippingRegion,shipToState,priceCurrency,price,averageRating_bestRating,averageRating_worstRating,bestRating,worstRating,additionalType,uploadDate,prodAlcoholVolume_text,prodAlcoholPercent_percent,JS,WS,WW,D,BH,W&S,WE,RP,JD,SJ,V,CG,TP
w152,Reserve Pinot Noir bottle with glasses,https://www.wine.com/product/product/stoller-dundee-hills-pinot-noir-2021/1164701,Pinot Noir,132,Dundee Hills,$31.99,"Dundee Hills, Willamette Valley, Oregon",1164701,C/I: Popular,In Stock,OPI25444_2021,Stoller Family Estate Reserve Pinot Noir bottle with glasses Winery Image,Wine:Product Detail:Stoller Dundee Hills Pinot Noir 2021,NY,PA,USD,31.99,5,1,5,1,winery-image,2019-03-22T21:09:09+0000,750,13.5,91.0,92,,,,,,,,,,,
w153,Roserock by Drouhin Oregon  Winery Image,https://www.wine.com/product/product/roserock-by-drouhin-oregon-zephirine-pinot-noir-2019/1091774,Pinot Noir,200,Eola-Amity Hills,$68.99,"Eola-Amity Hills, Willamette Valley, Oregon",1091774,C/I: Long Tail,In Stock,WBO30295961_2019,Roserock by Drouhin Oregon  Winery Image,Wine:Product Detail:Roserock by Drouhin Oregon Zephirine Pinot Noir 2019,NY,PA,USD,68.99,5,1,5,1,winery-image,2020-01-31T23:11:15+0000,750,13.9,97.0,94,,,,92,,97,,,,,
w154,Thale's Vineyard,https://www.wine.com/product/product/macrostie-sonoma-coast-chardonnay-2020/1069541,Chardonnay,131,Sonoma Coast,$24.99,"Sonoma Coast, Sonoma County, California",1069541,C/I: KVI,In Stock,WBO30294950_2020,MacRostie’s stunning 13-acre estate Pinot Noir vineyard on Westside Road is also the home of the winery’s new tasting facility and purpose-built winery.,Wine:Product Detail:MacRostie Sonoma Coast Chardonnay 2020,NY,PA,USD,24.99,5,1,5,1,winery-image,2018-04-05T21:55:39+0000,750,14.5,,92,,,,,,,,,,,93
w155,Chateau d'Esclans  Winery Image,https://www.wine.com/product/product/chateau-desclans-garrus-rose-2020/1017487,Rosé,199,Cotes de Provence,$129.99,"Cotes de Provence, Provence, South of France, France",1017487,C/I: Long Tail,In Stock,CGM52738_2020,Chateau d’Esclans Domaines Sacha Lichine Cellar Room,Wine:Product Detail:Chateau d'Esclans Garrus Rose 2020,NY,PA,USD,129.99,5,1,,,winery-image,2020-04-01T19:09:59+0000,750,14.5,95.0,91,,93,,,,,,,,,
w156,Gravel Brow,https://www.wine.com/product/product/chateau-grand-puy-lacoste-2015/157701,Bordeaux Red Blends,6,Pauillac,$114.99,"Pauillac, Bordeaux, France",157701,C/I: Luxury BDX,In Stock,JOAF157701_2015,Chateau Grand-Puy-Lacoste Gravel Brow Winery Image,Wine:Product Detail:Chateau Grand-Puy-Lacoste 2015,NY,PA,USD,114.99,5,1,5,1,winery-image,2018-05-02T23:09:10+0000,750,13.5,96.0,94,,94,,,93,91,91,,95,,
w157,Awatere Vineyard - Rapaura Spring,https://www.wine.com/product/product/rapaura-springs-reserve-sauvignon-blanc-2021/966123,Sauvignon Blanc,481,Marlborough,$21.99,"Marlborough, New Zealand",966123,C/I: Long Tail,In Stock,PIN530864_2021,Rapaura Springs Awatere Vineyard - Rapaura Spring Winery Image,Wine:Product Detail:Rapaura Springs Reserve Sauvignon Blanc 2021,NY,PA,USD,21.99,5,1,5,1,winery-image,2020-06-22T15:56:59+0000,750,13.5,90.0,92,92,,,,,,,,,,
w158,Aerial View of Champagne Vineyards,https://www.wine.com/product/product/perrier-jouet-grand-brut-15-liter-magnum/20806,Non-Vintage Sparkling Wine,50,Champagne,$165.99,"Champagne, France",20806,C/I: Exception,In Stock,PIN985308_0,Perrier-Jouët Aerial View of Champagne Vineyards Winery Image,Wine:Product Detail:Perrier-Jouet Grand Brut (1.5 Liter Magnum),NY,PA,USD,165.99,5,1,5,1,winery-image,2018-04-27T21:06:19+0000,1500,12,91.0,90,,,,,90,,,,,,
w159,Hillview Estate,https://www.wine.com/product/product/groth-oakcross-2019/1300194,Bordeaux Red Blends,306,Oakville,$109.99,"Oakville, Napa Valley, California",1300194,C/I: Long Tail,In Stock,CGM55097_2019,"The family purchased their 44-acre Hillview Vineyard Estate, in Napa Valley’s Oak Knoll District, in 1982. This cooler-climate site is the source of Groth’s single-vineyard Chardonnay. It, like Groth’s Oakville Estate, is sustainably farmed.",Wine:Product Detail:Groth Oakcross 2019,NY,PA,USD,109.99,5,1,,,winery-image,2020-06-24T19:07:26+0000,750,14.8,93.0,94,,,,,,,92,,,,
w160,The Family of Pio Cesare,https://www.wine.com/product/product/pio-cesare-barolo-ornato-2018/938076,Nebbiolo,24,Barolo,$169.99,"Barolo, Piedmont, Italy",938076,C/I: Popular,In Stock,CGM53548_2018,"Left to Right: Cesare Benvenuto (nephew of Pio Boffa), Federica Rosay (daughter of Pio Boffa), Pio Boffa (4th generation owner), Augusto (cousin of Pio Boffa)",Wine:Product Detail:Pio Cesare Barolo Ornato 2018,NY,PA,USD,169.99,5,1,,,winery-image,2019-04-11T21:08:57+0000,750,0,96.0,95,,,,94,,94,,,,,
w161,Fabrizio Bianchi,https://www.wine.com/product/product/castello-di-monsanto-chianti-classico-riserva-2019/1169023,Sangiovese,1272,Chianti Classico,$34.99,"Chianti Classico, Chianti, Tuscany, Italy",1169023,C/I: Popular,In Stock,PIN574103_2019,Castello di Monsanto Fabrizio Bianchi Winery Image,Wine:Product Detail:Castello di Monsanto Chianti Classico Riserva 2019,NY,PA,USD,34.99,5,1,5,1,winery-image,2020-04-14T19:15:03+0000,750,14,94.0,91,,,,91,,,94,,,,
w162,Ruben Avila - Cellar Master,https://www.wine.com/product/product/crossbarn-napa-valley-cabernet-sauvignon-2019/1166357,Cabernet Sauvignon,72,Napa Valley,$49.99,"Napa Valley, California",1166357,C/I: Popular,In Stock,PIN545911_2019,Crossbarn Ruben Avila - Cellar Master Winery Image,Wine:Product Detail:Crossbarn Napa Valley Cabernet Sauvignon 2019,NY,PA,USD,49.99,5,1,5,1,winery-image,2019-10-17T16:46:28+0000,750,14.5,94.0,92,,,,,,91,92,,92,,
w163,Antica Vineyards,https://www.wine.com/product/product/antica-mountain-select-cabernet-sauvignon-2018/571432,Cabernet Sauvignon,608,Atlas Peak,$74.99,"Atlas Peak, Napa Valley, California",571432,C/I: Long Tail,In Stock,PIN544122_2018,Antica Antica Vineyards Winery Image,Wine:Product Detail:Antica Mountain Select Cabernet Sauvignon 2018,NY,PA,USD,74.99,5,1,5,1,winery-image,2020-04-06T19:26:58+0000,750,14.7,94.0,92,,,,,,93,92,,,,
w164,Ravines Winery Image,https://www.wine.com/product/product/ravines-dry-riesling-2019/1018800,Riesling,62,Finger Lakes,$17.99,"Finger Lakes, New York, Other U.S.",1018800,C/I: Long Tail,In Stock,SKRUSRVN0119_2019,Ravines Winery Image,Wine:Product Detail:Ravines Dry Riesling 2019,NY,PA,USD,17.99,5,1,5,1,winery-image,2018-02-01T23:41:38+0000,750,12.4,90.0,92,,,,92,,90,,,,,
w165,Summer Views,https://www.wine.com/product/product/adriano-marco-e-vittorio-sanadaive-barbaresco-2019/1221680,Nebbiolo,414,Barbaresco,$29.99,"Barbaresco, Piedmont, Italy",1221680,C/I: Long Tail,In Stock,TON83129_19_2019,The highest hills in Barbaresco.,Wine:Product Detail:Adriano Marco e Vittorio Sanadaive Barbaresco 2019,NY,PA,USD,29.99,5,1,5,1,winery-image,2020-01-01T17:56:39+0000,750,14,,90,,,,,94,,,,,,
w166,The Corton Grancey Cuverie ,https://www.wine.com/product/product/louis-latour-clos-vougeot-grand-cru-2019/1083514,Pinot Noir,131,Vougeot,$479.99,"Vougeot, Cote de Nuits, Cote d'Or, Burgundy, France",1083514,C/I: Long Tail,In Stock,TONLA39_19_2019,Construction of the Cuverie began in 1832 and it is where all of Domaine Louis Latour wines are made and aged. It is built over five levels into the hill which allows the entire winemaking process to be carried by gravity.,Wine:Product Detail:Louis Latour Clos Vougeot Grand Cru 2019,NY,PA,USD,479.99,5,1,5,1,winery-image,2018-08-21T23:35:08+0000,750,14,95.0,96,,,,,,,,,,,
w167,The Cellar,https://www.wine.com/product/product/delamotte-blanc-de-blancs/27815,Non-Vintage Sparkling Wine,213,Champagne,$99.99,"Champagne, France",27815,C/I: Long Tail,In Stock,PIN268271_0,Delamotte The Cellar Winery Image,Wine:Product Detail:Delamotte Blanc de Blancs,NY,PA,USD,99.99,5,1,5,1,winery-image,2019-02-14T22:38:44+0000,750,12,92.0,92,,,92,,93,93,92,,,,
w168,Cooperage at Chateau Lafite Rothschild,https://www.wine.com/product/product/chateau-lafite-rothschild-1996/6532,Bordeaux Red Blends,9,Pauillac,"$1,649.99","Pauillac, Bordeaux, France",6532,C/I: Luxury BDX,In Stock,ENG1040463_1996,"The Domaine’s cooperage is located at Pauillac. By Médoc tradition, there has always been a cooperage at Lafite. The current team is composed of five barrel makers who work year round to produce 2,000 barrels, used in the group’s various properties.",Wine:Product Detail:Chateau Lafite Rothschild 1996,NY,PA,USD,1649.99,5,1,5,1,winery-image,2019-05-22T23:02:51+0000,750,13,97.0,96,,99,,,,98,,,,,
w169,Gin Sothis,https://www.wine.com/product/product/m-chapoutier-hermitage-chante-alouette-blanc-2018/826610,Marsanne,153,Hermitage,$129.99,"Hermitage, Rhone, France",826610,C/I: Long Tail,In Stock,TON14343_18_6PK_2018,M. Chapoutier Gin Sothis Winery Image,Wine:Product Detail:M. Chapoutier Hermitage Chante Alouette Blanc 2018,NY,PA,USD,129.99,5,1,5,1,winery-image,2022-03-21T20:25:53+0000,750,14,,94,,,,,,95,94,,,,
w170,Winery Great Hall,https://www.wine.com/product/product/joseph-phelps-cabernet-sauvignon-2019/782060,Cabernet Sauvignon,347,Napa Valley,$104.99,"Napa Valley, California",782060,C/I: KVI,In Stock,CGM56984_2019,"A recent renovation of the original winery building repurposed the interior spaces to include a Great Hall, six well-appointed private tasting areas, a library of of older vintages, a barrel room and a state-of-the-art kitchen.",Wine:Product Detail:Joseph Phelps Cabernet Sauvignon 2019,NY,PA,USD,104.99,5,1,5,1,winery-image,2018-03-27T17:37:39+0000,750,14.5,94.0,92,93,,,91,94,92,93,,,,
w171,Hand-Sealed Bodegas Vega Sicilia Wine,https://www.wine.com/product/product/bodegas-vega-sicilia-unico-tinto-2009/528225,Tempranillo,32,Ribera del Duero,$549.99,"Ribera del Duero, Spain",528225,C/I: Exception,In Stock,DBWDB2609_09_2009,Bodegas Vega Sicilia Hand-Sealed Bodegas Vega Sicilia Wine Winery Image,Wine:Product Detail:Bodegas Vega Sicilia Unico Tinto 2009,NY,PA,USD,549.99,5,1,5,1,winery-image,2018-08-21T22:00:12+0000,750,14,98.0,95,,97,,95,90,97,,,,,
w172,Cathy and her husband at their winery,https://www.wine.com/product/product/corison-kronos-vineyard-cabernet-sauvignon-2019/1344109,Cabernet Sauvignon,13,St. Helena,$229.99,"St. Helena, Napa Valley, California",1344109,C/I: Long Tail,In Stock,SKRUSCOR4019_2019,Corison Wines Cathy and her husband at their winery Winery Image,Wine:Product Detail:Corison Kronos Vineyard Cabernet Sauvignon 2019,NY,PA,USD,229.99,5,1,,,winery-image,2020-08-24T19:02:49+0000,750,13.7,,96,,,,91,97,94,94,,98,,
w173,Zuccardi Winery,https://www.wine.com/product/product/zuccardi-concreto-malbec-2021/1136786,Malbec,540,Uco Valley,$38.99,"Uco Valley, Mendoza, Argentina",1136786,C/I: Long Tail,In Stock,WBO30298855_2021,Familia Zuccardi Vineyards Zuccardi Winery Winery Image,Wine:Product Detail:Zuccardi Concreto Malbec 2021,NY,PA,USD,38.99,5,1,5,1,winery-image,2020-04-03T15:37:38+0000,750,14,95.0,92,,,,,,95,,,,,
w174,Dashwood Winery Image,https://www.wine.com/product/product/dashwood-sauvignon-blanc-2022/1237442,Sauvignon Blanc,1443,Marlborough,$13.99,"Marlborough, New Zealand",1237442,C/I: KVI,In Stock,PIN566227_2022,Dashwood's Pinot Noir is aged in new and used French oak barriques to add complexity and tannins.,Wine:Product Detail:Dashwood Sauvignon Blanc 2022,NY,PA,USD,13.99,5,1,5,1,winery-image,2019-09-09T21:50:50+0000,750,12.5,90.0,90,91,,,,,,,,,,
w175,Chateau Gloria Winery Image,https://www.wine.com/product/product/chateau-gloria-2020/746206,Bordeaux Red Blends,380,St-Julien,$49.99,"St-Julien, Bordeaux, France",746206,C/I: Luxury BDX,In Stock,FNY746206_2020,Chateau Gloria Winery Image,Wine:Product Detail:Chateau Gloria 2020,NY,PA,USD,49.99,5,1,,,winery-image,2018-02-01T23:41:48+0000,750,13.3,92.0,93,,92,,,95,92,93,,,,
w176,Castello di Ama Winery,https://www.wine.com/product/product/castello-di-ama-chianti-classico-san-lorenzo-gran-selezione-2018/1068055,Sangiovese,5,Chianti Classico,$56.99,"Chianti Classico, Chianti, Tuscany, Italy",1068055,C/I: Popular,In Stock,MSE451680_2018,Castello di Ama Castello di Ama Winery Winery Image,Wine:Product Detail:Castello di Ama Chianti Classico San Lorenzo Gran Selezione 2018,NY,PA,USD,56.99,5,1,5,1,winery-image,2019-11-19T01:01:43+0000,750,14,96.0,93,,,,,95,94,,,,,
w177,Robotic Lagar,https://www.wine.com/product/product/grahams-20-year-old-tawny-port/5973,Port,533,Douro,$69.99,"Douro, Portugal",5973,C/I: Long Tail,In Stock,PIN561482_0,Graham's Robotic Lagar Winery Image,Wine:Product Detail:Graham's 20 Year Old Tawny Port,NY,PA,USD,69.99,5,1,5,1,winery-image,2019-05-28T22:45:39+0000,750,20,94.0,93,,96,,93,90,,,,,,
w178,Château Lalande Aging Cellar ,https://www.wine.com/product/product/chateau-lalande-2020/1158728,Bordeaux Red Blends,62,St-Julien,$41.99,"St-Julien, Bordeaux, France",1158728,C/I: Luxury BDX,In Stock,TON1280_20R_2020,Chateau Lalande Château Lalande Aging Cellar  Winery Image,Wine:Product Detail:Chateau Lalande 2020,NY,PA,USD,41.99,5,1,5,1,winery-image,2020-06-19T16:06:08+0000,750,14.5,93.0,91,,,,,93,,,,,,
w179,Harvest,https://www.wine.com/product/product/pago-de-carraovejas-ribera-del-duero-2020/1308332,Tempranillo,7038,Ribera del Duero,$53.99,"Ribera del Duero, Spain",1308332,C/I: Popular,In Stock,CMNACAR_4701_20_2020,Pago de Carraovejas Harvest Winery Image,Wine:Product Detail:Pago de Carraovejas Ribera del Duero 2020,NY,PA,USD,53.99,5,1,,,winery-image,2023-05-11T18:48:24+0000,750,15,92.0,93,,,,,,,,,,,95
w180,Rocche Dell'Annunziata & Boilo-La Morra,https://www.wine.com/product/product/arnaldo-rivera-barolo-undicicomuni-2017/1163954,Nebbiolo,2422,Barolo,$38.99,"Barolo, Piedmont, Italy",1163954,C/I: Long Tail,In Stock,TON83412_17_2017,Geological substrate: 8 million years old (TORTONIAN STAGE). ,Wine:Product Detail:Arnaldo Rivera Barolo Undicicomuni 2017,NY,PA,USD,38.99,5,1,5,1,winery-image,2020-02-24T16:29:31+0000,750,14.5,93.0,92,,,,,90,92,91,,,,
w181,Chardonnay Vineyards,https://www.wine.com/product/product/laurent-perrier-la-cuvee-brut-375ml-half-bottle/330992,Non-Vintage Sparkling Wine,1453,Champagne,$32.99,"Champagne, France",330992,C/I: Exception,In Stock,WBO30197274_0,Chardonnay Vineyards at the Laurent-Perrier Domaine in Tours-sur-Marne,Wine:Product Detail:Laurent-Perrier La Cuvee Brut (375ML half-bottle),NY,PA,USD,32.99,5,1,5,1,winery-image,2018-11-14T00:43:19+0000,375,12,,91,,,,,91,,91,,,,
w182,The Corton Grancey Cuverie ,https://www.wine.com/product/product/louis-latour-volnay-en-chevret-premier-cru-2020/1272722,Pinot Noir,83,Volnay,$129.99,"Volnay, Cote de Beaune, Cote d'Or, Burgundy, France",1272722,C/I: Long Tail,In Stock,TONLA146_20_2020,Construction of the Cuverie began in 1832 and it is where all of Domaine Louis Latour wines are made and aged. It is built over five levels into the hill which allows the entire winemaking process to be carried by gravity.,Wine:Product Detail:Louis Latour Volnay En Chevret Premier Cru 2020,NY,PA,USD,129.99,5,1,5,1,winery-image,2018-08-21T23:35:08+0000,750,13.5,95.0,92,91,,,,,,,,,,
w183,Barrel Making at Smith Haut Lafitte,https://www.wine.com/product/product/chateau-smith-haut-lafitte-2018/520668,Bordeaux Red Blends,17,Pessac-Leognan,$144.99,"Pessac-Leognan, Bordeaux, France",520668,C/I: Luxury BDX,In Stock,FNY520668_2018,Chateau Smith Haut Lafitte Barrel Making at Smith Haut Lafitte Winery Image,Wine:Product Detail:Chateau Smith Haut Lafitte 2018,NY,PA,USD,144.99,5,1,5,1,winery-image,2019-06-03T22:35:34+0000,750,14.5,98.0,97,,99,,,97,97,99,,,,
w184,Domaine Bousquet  Winery Image,https://www.wine.com/product/product/domaine-bousquet-premium-organic-malbec-2021/1154351,Malbec,199,Uco Valley,$10.99,"Uco Valley, Mendoza, Argentina",1154351,C/I: Long Tail,In Stock,OPI86884_2021,Domaine Bousquet  Winery Image,Wine:Product Detail:Domaine Bousquet Premium Organic Malbec 2021,NY,PA,USD,10.99,5,1,5,1,winery-image,2020-04-13T18:34:24+0000,750,14,,90,,,,,,,,,,,
w185,Valdicava Winery Image,https://www.wine.com/product/product/valdicava-madonna-del-piano-brunello-di-montalcino-riserva-2016/1036128,Sangiovese,15,Montalcino,$399.99,"Montalcino, Tuscany, Italy",1036128,C/I: Popular,In Stock,VEA1036128_2016,Valdicava Winery Image,Wine:Product Detail:Valdicava Madonna del Piano Brunello di Montalcino Riserva 2016,NY,PA,USD,399.99,5,1,,,winery-image,2018-02-01T23:41:41+0000,750,14.5,99.0,98,,,,,,96,99,,,,
w186,Tenuta Guado al Tasso Estate,https://www.wine.com/product/product/antinori-tignanello-2019/1045650,Tuscan Blends,14,Tuscany,$159.99,"Tuscany, Italy",1045650,C/I: KVI,In Stock,PIN552055_2019,Tenuta Guado al Tasso is located in the small but prestigious Bolgheri DOC. This appellation has relatively recent history being approved in 1994 and since than it has become an internationally recognized reference point for winemaking.,Wine:Product Detail:Antinori Tignanello 2019,NY,PA,USD,159.99,5,1,5,1,winery-image,2023-03-10T23:38:02+0000,750,14,95.0,96,,,,,,96,,,,,
w187,The Cellar,https://www.wine.com/product/product/marchesi-di-barolo-barolo-riserva-2011/982380,Nebbiolo,3,Barolo,$119.99,"Barolo, Piedmont, Italy",982380,C/I: Long Tail,In Stock,WLD14971_2011,"Marchesi di Barolo historical cellars are located in the town of Barolo, in the building overlooking the Castle of the Marquis Falletti. It is here that more than 200 years ago the Abbona's began producing wine.",Wine:Product Detail:Marchesi di Barolo Barolo Riserva 2011,NY,PA,USD,119.99,5,1,5,1,winery-image,2018-06-27T19:58:54+0000,750,14,94.0,92,,,,,,91,,,,,
w188,Stainless Steel Vats in the Cellar,https://www.wine.com/product/product/domaine-drouhin-oregon-pinot-noir-2021/1115395,Pinot Noir,778,Dundee Hills,$48.99,"Dundee Hills, Willamette Valley, Oregon",1115395,C/I: Popular,In Stock,WBO30297127_2021,Domaine Drouhin Oregon Stainless Steel Vats in the Cellar Winery Image,Wine:Product Detail:Domaine Drouhin Oregon Pinot Noir 2021,NY,PA,USD,48.99,5,1,5,1,winery-image,2020-09-17T21:02:20+0000,750,14.1,,94,,,,,,,,,,,
w189,Jennifer’s Vineyard ,https://www.wine.com/product/product/hartford-court-four-hearts-chardonnay-2019/867118,Chardonnay,4,Russian River,$49.99,"Russian River, Sonoma County, California",867118,C/I: Long Tail,In Stock,PIN537955_2019,Jennifer’s Vineyard is named after co-proprietor Jennifer Hartford. ,Wine:Product Detail:Hartford Court Four Hearts Chardonnay 2019,NY,PA,USD,49.99,5,1,5,1,winery-image,2020-01-30T19:16:39+0000,750,14.7,,92,,,,,94,94,96,,,,
w190,The Corton Grancey Cuverie ,https://www.wine.com/product/product/louis-latour-chambertin-cuvee-heritiers-grand-cru-2019/982004,Pinot Noir,147,Gevrey-Chambertin,$689.99,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",982004,C/I: Long Tail,In Stock,TONLA38_19_2019,Construction of the Cuverie began in 1832 and it is where all of Domaine Louis Latour wines are made and aged. It is built over five levels into the hill which allows the entire winemaking process to be carried by gravity.,Wine:Product Detail:Louis Latour Chambertin Cuvee Heritiers Grand Cru 2019,NY,PA,USD,689.99,5,1,5,1,winery-image,2018-08-21T23:35:08+0000,750,14,99.0,96,,,,,97,95,,,,,
w191,Wine Barrels,https://www.wine.com/product/product/clos-apalta-2016/566844,Bordeaux Red Blends,50,Colchagua Valley,$114.99,"Colchagua Valley, Rapel Valley, Chile",566844,C/I: Long Tail,In Stock,CVY566844_2016,"In Clos Apalta Winery, each space is warmly illuminated, with sacred atmospheres that evoke the celestial vault and the constellation of the cross of the south, where the wine is permeated day by day from the elements delivered by the wood.",Wine:Product Detail:Clos Apalta 2016,NY,PA,USD,114.99,5,1,5,1,winery-image,2019-09-27T23:49:45+0000,750,15,99.0,94,,,,,,96,,,,,
w192,Chateau Valandraud Winery Image,https://www.wine.com/product/product/chateau-valandraud-2019/583878,Bordeaux Red Blends,27,St. Emilion,$169.99,"St. Emilion, Bordeaux, France",583878,C/I: Luxury BDX,In Stock,FNY583878_2019,Chateau Valandraud Winery Image,Wine:Product Detail:Chateau Valandraud 2019,NY,PA,USD,169.99,5,1,5,1,winery-image,2018-02-01T23:41:45+0000,750,15,98.0,95,,,,,100,96,99,,,,
